443885349870501888	es+gl
445923370367193088	es+gl
439745133052186625	es+gl
443868832764280832	en
450683864923799552	es+gl
440540892609646593	es+ca
448182423529226241	es+gl
443067597509373952	gl+pt
441548397280260097	pt+gl
444493579248238592	es+gl
443729893973823488	es
449316363853897728	es+eu
443001465561694208	es
441173114534506497	es
449928889075499008	es+pt
445677810464878592	es+gl
445271733134966785	ca+es
441708683714908160	pt+gl
440060885093335040	pt+gl
450745561876942848	und+pt
439881399420850176	gl+es
444240001787002881	pt
440939913190846466	pt+es
444237501805629440	es+gl
448017935555391488	gl+es
447536518891311106	es
439839579349450752	gl+es
448949007105396736	es+eu
444361369652326401	es+gl
444446411808321536	es+pt
446026967213965314	other+es
440244528856182785	es+pt
441113608962187264	ca
440647723524452352	pt
444835877005819904	pt+gl
450234306204803072	eu+ca
445679840147275777	es+gl
446747407251156994	es+gl
446759457809522689	und+gl
447503645291323392	gl+es
450726506730639360	es+gl
443740542774833152	pt+es
444006290646650880	eu+es
443418425931862016	en
445344520545533952	ca
449335239522140160	und+pt
445321083752046592	es+gl
446667764598861825	gl+es
447716990657232896	und
442426528140648448	gl+es
449224194489081856	es
444104553601196032	eu
450328634964721664	es+gl
440269648932929536	gl+es
440854839434952704	es+pt
441666644667285504	pt+es
448859713103728640	ca+es
447001668811767808	en
445138701866512384	es+gl
450401444873895936	es+gl
440140152875520002	gl+es
442896131635552256	es+gl
439617436707737600	gl+es
442064646527528960	gl+pt
449808107854897152	es+gl
446312385440407552	es
444543820450267136	es+ca
442945506210484224	ca+es
444403005098840064	es+gl
447176502543925248	pt+gl
440634288795844608	es
440210113312604161	pt+gl
447740396769402880	es+gl
440344276866973696	ca+es
447892579083091969	es
444173942287511552	und+pt
440151450812170240	es+gl
440564394150608896	en
442662617854009344	es+gl
445971759259717633	es+gl
440264209658814464	und+pt
441364639822381056	es+gl
444524089706037248	gl+pt
441515965969596416	en+ca
442250898015006721	ca+en
450739045153656832	en
440164104020312065	und+pt
441699291812614144	pt+gl
444888792844226560	gl
449986504811896832	und+en
440105897411764224	es+ca
449319550971305984	und+pt
446700861025439745	es+gl
444956517163618304	es+ca
443129900523061248	es+pt
446556289372786688	en
443655541362262016	es+gl
448479894457319424	es+ca
440636265772642306	es+gl
448841021401862144	es
443844187285622784	ca
448882637663633409	es+gl
445211890290266113	es+pt
444618767625363457	es+pt
443649751813480448	und+pt
441703647643435008	gl+pt
444802484671119360	eu+pt
441268006325604352	ca
440823493924360192	es+gl
447645563065208832	ca
448079383304347648	gl+es
440132034674327552	gl+es
448156134713876480	gl+es
445444058027409408	es
447677878659190784	ca
448375273613164544	ca
443760493216686081	ca
450351660649684992	en
442637064920924160	es+en
444765547117694976	pt+gl
447146796608147457	und+pt
440326085734313984	und+eu
446038291931226113	es+gl
442755270503309313	es+gl
444902128046604288	gl+es
450013593988513792	ca+es
448236603040075776	eu+gl
450036891895988224	es+en
445575616793153536	gl+es
441647910552604672	pt+es
443493197013319682	es+en
