441695268527153153	und+pt
449172008757387264	es
441664993701138432	en
444649072272875520	pt
448492515768143872	und+pt
443159460027310080	en
448037777507360768	ca
443846567662211072	und+pt
449966247045005312	es
444134124060942336	es
450533573591072769	und+pt
442406432307417088	pt
444819512211542016	gl+es
449152757090750464	und+pt
440240544846196736	ca
445255746343948288	es+en
442213515752124417	es+gl
443479744513056768	pt+gl
446639713622171649	es
440445999241515008	es
441335643093073920	und+pt
442768977274875905	es
446447274206691328	ca
449138850519326721	en
444943158645104641	es
443490437769482240	eu
440487037896908800	pt
443914434093023232	es
440965356467658752	es
442289805410729984	ca+es
441576017791295488	es
442769720904003584	pt+es
449487177547022336	es
445182907007893504	ca+es
448438155294015488	es+gl
447526298341347328	pt
448752448312979456	es
440269648932929536	es
449867562227359744	und+pt
447074791460450304	eu
447847178405687297	es
448075631767846913	es
440494452483055616	pt
448536919446917120	en+pt
442653341613817856	es
448940398682333184	eu+es
441686450057535488	pt+es
444960114886598656	en
450234750859751424	es
443017432429772801	gl+en
440565109128454145	es
442430368990658561	es
440509136783294464	und
441336869192613888	pt
440885349326544896	gl+es
443761704116424704	es
444514017403736065	es+gl
445668507859312640	es+gl
450224490157727744	und+pt
441878628310458368	es
444604151264460801	es+gl
445545078103474176	other+pt
443795279029211136	gl
442443730680020992	eu+gl
446010947745103872	es+gl
440095537212456960	es
443663186177589248	es
449696279665606656	es+gl
442807452980219904	es
445204279604051968	gl+es
447503875671871488	es+gl
444634505144713216	es
444351611931209728	und+es
447221938017275904	pt+en
444214086860296192	ca
441327591925243904	pt
443891997737517056	es+gl
447847021366743040	und+pt
445150317857234944	und
443175310587346944	und+pt
443725588806000640	gl+es
447879130525487104	en
443692415749472256	en
444966182781984769	pt
450362325749747712	es
443471781794689025	eu
442020524571774976	es+gl
448227888287211520	es+eu
447487434230865920	und+pt
439499538295173120	pt
442259491686744064	es
445929911577214976	ca+es
447465426810044416	und+es
439767216222113792	es
441243200406429696	es+gl
448902084851941376	gl+ca
441926464792174592	pt+gl
449156814668836864	und+pt
448594621531443202	es
443740829459681280	es
449167056462962688	und+pt
444224741550075904	es+eu
446893171914862593	es
440134184167047168	es
440208341579882496	pt
448582081632022529	gl+es
449619343413116928	es
448356544464556032	pt
445658361367781376	es+gl
446830779264675840	en
449960877249552384	es
443524708785750016	pt
442609886699204608	es
445322784978513920	es+gl
444613805713408000	und+pt
442357003617574912	es
449919011728687104	ca
444915913129992192	pt
441187693406330882	en+es
444740039894126592	pt
447380589189292032	ca+es
448079383304347648	es+gl
440663049926889472	es
443051947730677760	und+pt
444576866234793984	ca
442009290698936322	es
443887936938205184	pt
445547509445042176	es
441057465241571328	pt+gl
448390334704517120	en
439772649909403648	ca+gl
445279370429870080	es
442083155454201857	es
440736721232068608	es+ca
448629820273217536	es
440185180989702144	es
440112889874378752	es
449119640082731009	und+pt
445591923919949824	es
449691578383495169	es
439822854016991232	pt
444401960448720896	pt
444771642703904768	ca
441270907135606784	pt
440162096127692800	es
444220236372668416	es
440427043361398784	und+pt
440978257131757568	es
445716661640118273	und+pt
441309113608200192	und+pt
450271107774705664	gl
441879272052240384	ca
446374769970380803	en
447009957670838272	es
447508958828580864	gl+es
447836416106840064	es+ca
439866488997310464	es+pt
445168631652311040	es
442027280605675520	pt
444596324668022784	es
442440829790339072	pt
448263043580170240	und+pt
449582589251452929	ca
445512580652883968	ca
444136580186660865	es
449995751096324097	es
448210857647165440	ca
441287200681238528	es
445919919910440960	gl+es
448722815643316225	es
450391440255115264	es+gl
442725762622554112	pt
439495813484789761	pt
450326836531433472	pt+es
444881166420942848	gl+pt
442268111749005312	ca
443828024203808769	en
445138670165983234	es
442291861081030656	es+pt
448581583503896576	es
439881367716114432	pt
443398264503955456	es+gl
449285017869766656	pt+gl
440050706494808064	es+gl
440233547681378304	pt
440586413981958144	es
