444141502575673344	gl+ca
440247057455251456	es
447144849117286401	en+es
439879800145346560	es
447820861941510144	gl
447027093537562624	und
439541111531790336	ca
447752148294852608	und
442339087585148928	es
449298504926887937	pt
443401454083395585	und
448858706793746432	es
446039935871885313	es
450022962851495936	und
444091171585814528	es
441300631798951937	und
447355347762941952	es
450006346147315712	es
445687588285087744	es
441311221082775552	ca
448892182125363200	gl
440081854390341632	es
444836540595056643	und
440517617422700544	en+es
444177289765732352	und
441917690517942272	es
440522074365648896	en+eu+es
448357712028762112	und
445321668555444224	und
443494151276212226	ca
444544693368786944	und
444945948830355457	und
440150134308212738	es
440076707484426240	pt
449246834155077632	gl
449170262421151744	pt
441588679254245376	en+ca
444602236615028736	und
450150985508601856	es+gl
449900608007729152	gl+pt
441728880408141824	es
447697690278002690	ca
446753161383280640	gl
447014632344285184	und
442778773289979904	pt
442407328831520768	eu+gl
443289693275574272	und
449216616954593280	ca
442493675646754816	und
445234536612651008	es
443149860318224384	es
447860502002421761	ca
447845919611191296	und
449697222687723520	pt
444826980215975936	gl
443407608599564289	gl
442089189069565952	pt+ca
443875558699835392	pt
447499444674908160	ca
439825657686929409	ca
445706828471885824	und
448202920916709376	es
444944189814734849	und
446685548233887744	es+pt
444079184856772608	es+en
447486492156649472	und
443080882614980608	eu
439406429985079296	ca
446410359818448896	ca
444357845216419840	es
448005005753458688	und
446375295827058688	es
441229881654140928	und
444885345424113665	eu
441639367648772096	ca
442706643554664448	es
450708854138224640	es
439875797630087168	und
449099610397888512	es
443440634394054656	en
440649795964010497	es
448210233052377088	es
442368269463617537	gl+es
446536893510209536	pt
440823493924360192	es
441537819971170305	und
445548421668433920	und
449277535009116160	und
449079054449524736	es
444850570424516609	en+pt+es
447601675600408576	es
447451785230553088	es+ca
448342754020823040	es
442229971789316096	es
444830057836855296	es
442734500888731648	es
444482721499611136	es
439498752056123392	es
446670980900216832	en+gl
442682942847221761	ca+es
439637547665612800	und
442791848977764355	es
441923639714533376	es
441533478392573952	ca
443037523980599296	en
442045827041988608	es
442042811312242688	es
439890502595645441	und
449880115959578625	es
450485359806529536	gl
447848645644525568	es
443827411948666880	en
442505556679741440	es
449905926645239808	und
445990441973219328	es
444577439646486528	es
441686961448050690	pt
443511799183593472	es
450677211029594112	es
444618309880016896	gl
442777068607385600	es
443989876762238977	en+es
448783736554160128	es
445811228154531841	pt
447485429110292481	und
446736020852465664	es
442396974223220736	es
441349350317633537	es
450615319187693568	es
449593282851790848	es
441693252132302848	gl
446798673759199232	pt
440837607803465728	es
444901874328940544	pt
441997850487312384	es
449807247401828352	es
441510401743011840	ca+es+pt
442787042872033280	ca
447091593154396160	es
441673822274846720	es
443994712517914624	und
443775651460685824	ca+gl
447873706346696704	es
443648586744860672	es
440965356467658752	eu
446781648223612928	pt+eu+es
444183285892395008	und
444987739352862720	und
450705997393567744	und
440654720307195904	es
440131832273977345	pt+ca
440627941127778304	und
446000302505091072	es
448092719773413376	und
444391078658326528	gl
445990798442893312	es
449850679189073921	ca
445560928726425600	es
441944147914940416	pt
442796081802670080	es+eu
445635419410280449	es
448212968506146816	es
444082229359439872	gl
443027867962982400	pt
444531868877459456	und
446204594964938752	es
440748063704219648	und
443826118517616640	es
440436105952108544	eu+ca+gl
442797950738378753	ca+pt
445957465453371392	es
448424452876144640	es
449911369425768449	es+ca
448239297821683713	es
445214559167868928	ca+gl
442104413801693184	und
449701584499662848	und
447051636222222336	und
439617436707737600	pt
446753650095169538	und
440318519973273601	es
443885314751627264	gl+es
446198165986115584	es
444228791079272448	pt
439767216222113792	gl
444227273991151616	und
450751203799203840	es
449519214102335488	gl
446696254270341120	es
448451326020968448	gl
447678358336569344	es
441693674070872064	ca
442512274591612928	es+gl+pt
442763369620451329	es
444244372968996866	pt
443864445685870593	ca
442595890306777088	es
444401021419544576	es
442326791462871040	und
439952251272957952	es
445983661289398272	und
450274040868249601	es
441226364059131904	es
449513818813923328	und
447503875671871488	es
441009323812995072	es
442198411505577984	es
443808368139198464	gl+ca
450571895789080576	pt
441120472164343808	es
448109450701062145	es
441326304143872000	und
447547233077309440	es
440523134790553600	es+ca
448916022947762176	es
444151407588151297	es
442788574124318720	es
