445596301452140544	gl
449321263807614977	ca
439534431674826752	es
445306279289171968	ca
448900006523977728	ca+es
440454815039369216	es
446010558308184064	ca
450237949318545408	ca
441230836751675392	und
442771117779218432	und
442024981053325312	pt
445292630977806336	es
449190314126094336	und
448529157295968256	ca
443058372896886785	und
449830617786880000	es
445947569215385600	en
445860848415031296	ca
446938894639316992	es
442969895534620672	gl+pt
440856127153377280	ca
442939730708410368	gl+es
447017859265593344	ca
449272775061303296	es+ca
439771178568527872	gl
443466910039285760	und
448088802880659457	ca
439881367716114432	ca+gl
441692808735649793	es
449183478043922433	es
450363050563207169	es
440571518813499392	es
445860464829145088	es
447518747046477824	es
448156515103682560	es
447338248101457920	es
445174989881630720	es
448812357704486912	es
443135118308569090	und
447868287628890113	es
440453830191640576	pt
446761946009067520	es
439426853338894336	es+gl
447165397046161408	eu
442340350477484034	ca
439469165058220033	gl+es
442926948030111744	ca+pt
446267803172364289	es
443484430427234304	es
439525769333981184	es
443198768885006336	en+es
449971808822116352	und
448920616134262784	eu
441896413853913088	ca
450607225565102080	es
447712115617710080	ca
443510326383104000	eu+gl
446303105056251904	gl
441469852226957312	gl+es
441700430943617025	es
448208932629389312	pt+ca
443401211459665920	und
448210867596050432	es+en
443372106940944384	en+es
440726460094218240	ca
441653772767727616	es
440835147509030912	pt
447860958783111169	es
444777043717550080	und
449265250375073792	und
441570230247391232	es
450670482489368576	gl+es
445205907073691648	pt
445512051788881920	eu+es
440145608150904832	ca
450727231921602561	es
443503818119327744	es
442812148314824704	ca+es
445039897737707520	en
448794498119008256	es
445925978800664576	ca
445486925798178816	es
440652715614412801	pt
450279632039067648	es
441596249637408768	und
446565205150277632	es
450215727468150784	und
445245960722350080	und
441627969979940864	es
440874566047764481	pt
446185765928992768	gl
445500216796790784	pt
440223664072847360	ca
441215017254666241	pt
447389412788563968	es
446593158827483136	und
447469739846414336	ca
443476494372057088	ca+es
442339644118949888	es
447750320782057472	ca+es
442729155965517825	gl
443126255823892480	ca
440868194916769794	pt+es
444579943142674433	und
440874462477844480	ca
440056605988909056	ca
440853077432619009	und
442680772135489536	es
441325128174284800	es
444779263066378241	und
447871497856888832	und
442244482709618688	pt
444511967253127168	und
440540892609646593	und
444091351190478848	es
444775111712075776	ca
441599539301322752	es
442318671793627136	es
446067945534664704	es
447884146959192064	gl
440329052617207808	ca
449282552923422720	und
444793392099495936	es
449549789672513536	eu
447062709155405824	gl+pt
450731542198091776	es
450208723391512576	ca
440709260230819840	es+en
442424776842551296	pt+en
443700419517513728	und
449072833424281600	und
444495695874367488	pt+es
450026327098548224	ca
444759052464422912	ca
441285303425572864	ca+es
449344357242765313	pt
442765990150291456	es
447336182826168321	und
444115572612423681	es
441318721987289089	es
441702995760521216	es
442288344417189888	es
440215838445273088	und
439941546650398720	ca
444582230451834880	pt
440113304078675968	es
446052409069285376	ca
442303383236800512	ca+es
443142181176770560	es
444907576145506304	ca
447075804749791232	und
440015292400668672	ca
449262139199717378	ca+es
449435504539607040	es
448872364420657152	ca
443435640852865024	pt
446777904786341888	es
449858873084878848	es
441170528809017344	pt+ca
450733716256870401	en+es
449314082706169856	pt+ca
441348214055133184	pt
442643847446024192	es
448582846228484096	ca
450325463958032384	und
442750227850989569	ca
442334314957914112	und
443513956540612608	other
444755365537009664	gl
439454935592493056	es
443743236553596929	es
440105338688122880	es
443277484214468608	es
445566289348931584	und
440808747594973185	es
443124092464812034	es
440609589441331200	es
444248493440659456	und
442305819263401984	es
442379796518297600	es
439517458861686784	und
442745237560373248	en
440580329011945472	und
444939871216746496	es
447074744974974976	en
444565943168278528	es
443356581754064897	und
449191050838802432	es
442819030479822849	pt+es
446402397880193024	gl
444878592003280896	es
444481898606120960	es
440179849496653824	gl
440184535553044480	pt
439924639251562496	eu+es
440340431772352512	es
447377613498380288	es
443095995090755584	es
441353514480975872	es
448099883908878336	ca
442416235620605952	es
447695417476915201	pt+es
444760899036151808	ca
441586939842813952	und
440921483884658688	und
446740810210758658	es
443643841363836928	und
443282112326942721	und
444575360798453760	ca+es
444930891710996480	es
444777071567704064	es
444225721884766208	es
450591455799959553	ca
442760209229164544	und
448185764187492353	gl+pt
449561119762706434	und
446781701210259456	ca
